Id_Usuario,Nombre_Película,Género_Película,Duración (minutos),Minutos_vistos,Porcentaje_visualizado,Num_visualizaciones,Calificación_usuario,
159,Inception,Drama,139,89,64.03,8,4.9,
188,Avengers: Endgame,Animación,137,78,56.93,3,2.3,
60,The Godfather,Animación,120,87,72.5,1,1.3,
915,Gladiator,Drama,125,62,49.6,2,3.8,
817,Avengers: Endgame,Romance,124,101,81.45,2,4.2,
319,The Shawshank Redemption,Aventura,105,36,34.29,3,3.1,
878,Forrest Gump,Comedia,130,42,,3,3.1,
211,The Lord of the Rings,Aventura,115,107,93.04,1,3,
406,The Shawshank Redemption,Aventura,131,2,1.53,1,3.5,
664,Forrest Gump,Aventura,160,110,68.75,2,4.8,
109,Fight Club,Comedia,130,34,26.15,1,4.8,
76,Interstellar,Comedia,82,7,8.54,4,2.9,
542,The Shawshank Redemption,Ciencia Ficción,93,61,65.59,2,0.2,
314,Interstellar,Thriller,128,91,71.09,1,1.4,
998,The Godfather,Drama,156,139,89.1,2,1.4,
117,Titanic,Misterio,170,1,0.59,1,1.4,
927,Fight Club,Ciencia Ficción,80,3,3.75,4,4.4,
868,The Dark Knight,Ciencia Ficción,136,108,79.41,6,4.8,
704,Pulp Fiction,Acción,96,86,89.58,2,3.1,
19,Interstellar,Misterio,129,31,24.03,2,1.8,
432,Fight Club,Animación,177,46,25.99,4,1.2,
685,Titanic,Acción,93,47,50.54,2,4.5,
740,The Lord of the Rings,Animación,138,22,15.94,4,1.1,
350,Interstellar,Thriller,160,126,78.75,4,3.3,
183,Coco,Fantasía,82,51,62.2,3,3.7,
113,La La Land,Animación,177,77,43.5,3,1.1,
183,Coco,Aventura,119,105,88.24,2,1.3,
481,The Matrix,Animación,168,48,28.57,9,3.9,
146,Gladiator,Misterio,145,105,72.41,4,3.9,
831,The Dark Knight,Comedia,113,31,27.43,1,4.7,
628,La La Land,Misterio,169,124,73.37,3,1.1,
113,Gladiator,Thriller,174,90,51.72,5,5.3,
763,The Lord of the Rings,Ciencia Ficción,88,80,90.91,4,2.2,
476,Forrest Gump,Aventura,173,22,12.72,2,2.4,
763,Interstellar,Fantasía,163,109,66.87,3,2.3,
303,Forrest Gump,Thriller,100,26,26,2,4.6,
971,Coco,Ciencia Ficción,172,138,80.23,4,1.8,
825,Inception,Romance,104,3,2.88,4,2.9,
118,Interstellar,Misterio,123,107,86.99,3,3.5,
813,Fight Club,Thriller,104,31,29.81,2,1.4,
161,The Dark Knight,Misterio,88,3,3.41,4,1.9,
401,Forrest Gump,Fantasía,141,67,47.52,3,2.3,
198,Coco,Ciencia Ficción,105,46,43.81,2,3.8,
260,Interstellar,Misterio,136,133,97.79,3,3.8,
660,Inception,Comedia,116,76,65.52,3,4,
752,Gladiator,Animación,95,3,,1,4.6,
47,La La Land,Acción,116,100,86.21,2,,
987,Fight Club,Fantasía,155,124,,4,4.3,
399,The Matrix,Acción,103,28,27.18,1,3.6,
710,Interstellar,Drama,105,83,79.05,4,2.8,
559,The Matrix,Animación,99,54,54.55,2,3.7,
78,The Godfather,Fantasía,88,45,51.14,2,1.7,
124,The Lord of the Rings,Thriller,166,20,12.05,4,4.3,
75,The Dark Knight,Comedia,108,21,19.44,4,4.2,
871,Interstellar,Thriller,110,4,,2,4.9,
137,The Shawshank Redemption,Romance,98,58,59.18,3,2.5,
602,Inception,Drama,99,51,51.52,2,2.3,
400,La La Land,Comedia,166,2,1.2,3,4.6,
837,Avengers: Endgame,Misterio,106,26,24.53,3,4.7,
505,Avengers: Endgame,Misterio,173,14,8.09,7,2.4,
500,Forrest Gump,Aventura,164,71,43.29,3,4.2,
573,Titanic,Misterio,123,3,2.44,1,3.4,
138,The Shawshank Redemption,Ciencia Ficción,114,16,14.04,3,4.2,
50,The Godfather,Drama,150,133,88.67,3,5,
771,The Dark Knight,Ciencia Ficción,101,38,37.62,1,3.8,
973,Gladiator,Animación,153,135,88.24,2,3.7,
619,Fight Club,Aventura,166,90,54.22,1,4.4,
625,The Matrix,Aventura,94,58,61.7,3,1.8,
862,The Godfather,Misterio,173,111,64.16,3,1.8,
254,Forrest Gump,Comedia,177,11,6.21,1,4.1,
630,Fight Club,Animación,92,31,33.7,4,1.9,
710,Avengers: Endgame,Romance,83,77,92.77,2,4.1,
849,Coco,Drama,161,89,55.28,1,3.6,
877,Gladiator,Drama,135,60,44.44,4,4.1,
563,Forrest Gump,Fantasía,102,45,44.12,2,4.4,
757,Inception,Thriller,176,128,72.73,1,2,
915,Coco,Misterio,177,48,27.12,3,3,
426,The Matrix,Fantasía,113,105,92.92,4,3.6,
547,Titanic,Romance,179,140,78.21,3,2.5,
302,The Shawshank Redemption,Aventura,178,163,91.57,4,1.5,
922,La La Land,Acción,96,82,85.42,2,,
581,Interstellar,Romance,107,79,73.83,1,4.6,
349,Coco,Romance,93,17,18.28,1,3.2,
832,The Godfather,Comedia,113,111,98.23,2,1.9,
933,The Lord of the Rings,Comedia,154,74,,1,4.1,
980,Interstellar,Comedia,136,109,80.15,4,2.9,
49,Titanic,Comedia,156,139,89.1,7,4,
917,Fight Club,Thriller,176,27,15.34,4,1.5,
74,Avengers: Endgame,Misterio,134,76,56.72,4,2.5,
704,Coco,Drama,145,90,62.07,3,3.7,
261,Interstellar,Misterio,177,1,0.56,2,4,
356,The Shawshank Redemption,Misterio,172,89,51.74,3,3.6,
582,Pulp Fiction,Drama,116,30,25.86,2,4.4,
602,Fight Club,Comedia,147,55,37.41,2,2.5,
260,The Matrix,Misterio,155,82,52.9,2,4.3,
638,Forrest Gump,Thriller,105,13,12.38,2,2.1,
743,Coco,Comedia,140,49,35,3,3.4,
295,Titanic,Thriller,171,67,39.18,3,2.9,
931,The Matrix,Fantasía,146,10,,4,2.8,
641,Interstellar,Misterio,163,103,63.19,4,,
792,The Dark Knight,Ciencia Ficción,153,7,4.58,4,4.4,
313,Fight Club,Thriller,131,18,,3,1.1,
612,Titanic,Fantasía,97,57,58.76,3,3.9,
838,Forrest Gump,Animación,132,101,76.52,2,4.4,
809,Gladiator,Animación,142,80,56.34,2,,
182,Avengers: Endgame,Fantasía,132,102,77.27,4,2.2,
686,Inception,Aventura,106,17,16.04,4,2.5,
828,Avengers: Endgame,Aventura,110,115,104.55,2,2.4,
364,La La Land,Comedia,170,142,83.53,3,2,
188,The Matrix,Aventura,80,35,43.75,3,2.6,
569,The Matrix,Animación,85,61,71.76,1,1.4,
543,Fight Club,Aventura,90,14,15.56,3,2.5,
596,The Dark Knight,Ciencia Ficción,113,86,76.11,3,3.3,
664,Interstellar,Animación,163,59,36.2,4,4.1,
985,Titanic,Thriller,142,58,40.85,2,2.1,
548,Interstellar,Romance,132,39,29.55,1,2.5,
725,Fight Club,Aventura,164,10,6.1,3,3.9,
926,Avengers: Endgame,Aventura,164,61,37.2,3,4.7,
408,The Matrix,Misterio,97,7,7.22,4,4.1,
876,Forrest Gump,Drama,100,3,3,3,2.4,
618,Titanic,Ciencia Ficción,98,23,23.47,1,0.5,
414,Inception,Animación,83,81,,2,2.1,
342,Titanic,Animación,156,35,22.44,3,,
220,Fight Club,Acción,161,77,47.83,3,,
903,Forrest Gump,Drama,108,85,78.7,4,3.2,
163,The Lord of the Rings,Aventura,104,47,45.19,1,4.9,
951,Forrest Gump,Fantasía,135,59,43.7,4,5,
220,Gladiator,Misterio,156,7,4.49,3,2.2,
270,Titanic,Thriller,142,57,40.14,2,1,
632,Titanic,Misterio,106,45,42.45,4,4.1,
906,The Shawshank Redemption,Aventura,139,116,83.45,4,3.6,
848,Pulp Fiction,Acción,162,148,91.36,3,3.1,
400,Inception,Romance,128,101,78.91,3,4.1,
182,The Godfather,Animación,144,4,2.78,3,4.3,
991,La La Land,Thriller,117,13,11.11,3,1.4,
618,The Dark Knight,Drama,162,140,,2,3.2,
729,Pulp Fiction,Aventura,131,36,27.48,4,5.7,
205,Gladiator,Ciencia Ficción,80,30,37.5,3,4.1,
582,Titanic,Fantasía,119,76,63.87,3,1.7,
556,La La Land,Misterio,160,34,21.25,4,1.5,
841,Inception,Acción,100,54,54,3,4.6,
813,Interstellar,Romance,165,125,75.76,4,1.3,
228,Pulp Fiction,Comedia,94,27,28.72,3,1.6,
696,Interstellar,Fantasía,129,68,52.71,4,0.4,
619,The Dark Knight,Aventura,127,34,26.77,4,4.2,
596,La La Land,Romance,111,14,12.61,1,1.6,
850,Coco,Fantasía,128,28,21.88,1,2.8,
250,Interstellar,Fantasía,147,26,17.69,3,4,
875,The Dark Knight,Animación,124,4,3.23,4,1.6,
441,Coco,Fantasía,111,111,100,3,4.3,
533,La La Land,Ciencia Ficción,83,17,20.48,3,3.8,
196,Avengers: Endgame,Romance,144,88,61.11,7,4.6,
690,Avengers: Endgame,Aventura,176,9,5.11,2,4.8,
929,La La Land,Aventura,150,88,58.67,1,4.1,
987,La La Land,Ciencia Ficción,152,33,21.71,1,4.6,
519,Inception,Drama,144,131,90.97,4,4,
70,The Lord of the Rings,Romance,159,30,18.87,1,3.9,
639,The Matrix,Fantasía,97,57,58.76,6,4.8,
399,The Dark Knight,Acción,133,35,26.32,4,2.7,
978,Forrest Gump,Thriller,126,59,46.83,2,4.3,
672,The Godfather,Romance,85,46,54.12,2,4.8,
760,The Godfather,Comedia,145,100,68.97,2,3.5,
203,Fight Club,Acción,88,43,48.86,4,4.2,
148,Coco,Ciencia Ficción,147,87,59.18,4,4.1,
472,The Godfather,Fantasía,102,6,5.88,1,4.5,
655,La La Land,Drama,122,77,63.11,4,4.2,
944,La La Land,Comedia,130,142,109.23,4,2,
199,Fight Club,Drama,151,22,14.57,4,1.5,
917,Titanic,Drama,104,87,83.65,4,2.3,
426,La La Land,Misterio,159,59,37.11,4,4.1,
666,The Godfather,Animación,114,101,88.6,3,,
492,The Dark Knight,Comedia,96,14,14.58,4,4,
888,Forrest Gump,Thriller,97,22,22.68,2,4.5,
896,The Matrix,Animación,106,2,1.89,2,1.1,
142,La La Land,Comedia,94,24,25.53,2,2.5,
313,Interstellar,Drama,160,70,43.75,3,1.1,
165,Coco,Animación,148,19,12.84,4,,
314,La La Land,Comedia,159,89,55.97,3,1.8,
21,Avengers: Endgame,Thriller,94,36,38.3,3,4.4,
82,Gladiator,Acción,121,106,87.6,2,3.3,
581,The Godfather,Romance,113,79,69.91,3,1.5,
131,The Matrix,Fantasía,127,100,78.74,2,,
599,The Matrix,Comedia,162,112,69.14,4,2.8,
730,Avengers: Endgame,Thriller,87,30,34.48,4,3.2,
933,Coco,Romance,89,5,5.62,4,3.3,
984,The Dark Knight,Animación,84,48,57.14,4,1.6,
305,Inception,Comedia,127,59,46.46,4,1.9,
915,Avengers: Endgame,Comedia,105,46,43.81,3,1.2,
371,Inception,Ciencia Ficción,165,118,71.52,1,3.5,
857,The Godfather,Comedia,102,21,20.59,3,2.1,
853,Coco,Fantasía,141,1,0.71,2,4.2,
384,La La Land,Ciencia Ficción,92,26,28.26,3,,
908,The Lord of the Rings,Romance,88,84,95.45,3,3.4,
445,Coco,Animación,99,16,16.16,3,1.8,
425,Gladiator,Animación,171,9,5.26,4,1.1,
161,Avengers: Endgame,Aventura,136,125,91.91,3,1.7,
178,The Godfather,Aventura,103,6,5.83,3,2,
629,The Godfather,Romance,112,6,5.36,3,1,
708,Fight Club,Misterio,99,99,100,1,4.1,
895,Forrest Gump,Thriller,139,83,59.71,3,1.3,
490,Avengers: Endgame,Misterio,127,42,33.07,3,4.9,
327,Forrest Gump,Thriller,143,52,36.36,4,4.2,
598,La La Land,Ciencia Ficción,109,56,51.38,2,3.8,
289,Avengers: Endgame,Romance,152,90,59.21,2,2.9,
593,Gladiator,Thriller,96,41,42.71,3,1.2,
664,Fight Club,Aventura,179,105,58.66,2,4.6,
573,Coco,Aventura,93,31,33.33,4,3.7,
573,The Matrix,Drama,98,73,74.49,3,2.7,
354,Titanic,Thriller,150,134,89.33,2,2.9,
28,Fight Club,Romance,138,6,4.35,3,3.6,
954,The Godfather,Acción,146,57,39.04,1,3,
43,Inception,Ciencia Ficción,176,72,40.91,4,4.4,
681,Pulp Fiction,Comedia,123,76,61.79,3,3.5,
423,Coco,Comedia,111,72,64.86,3,4.4,
598,Gladiator,Thriller,90,29,32.22,1,2.3,
177,The Matrix,Misterio,81,16,19.75,1,3.8,
529,Coco,Ciencia Ficción,169,132,78.11,3,,
610,Avengers: Endgame,Animación,147,121,82.31,3,1.2,
966,The Dark Knight,Fantasía,96,80,83.33,4,2.1,
494,Pulp Fiction,Comedia,160,108,67.5,4,0.8,
198,Avengers: Endgame,Aventura,171,157,91.81,4,1.9,
610,Pulp Fiction,Ciencia Ficción,173,84,48.55,8,3.1,
577,Fight Club,Misterio,119,97,81.51,4,2,
842,Interstellar,Romance,166,26,15.66,4,3,
853,Pulp Fiction,Misterio,125,63,50.4,1,1.2,
517,The Godfather,Ciencia Ficción,167,67,40.12,3,2.9,
514,The Shawshank Redemption,Animación,172,80,46.51,2,4.7,
22,Inception,Comedia,83,49,59.04,1,1.1,
112,Titanic,Aventura,117,77,65.81,3,3,
57,Inception,Acción,142,36,25.35,1,1.9,
66,The Shawshank Redemption,Romance,108,22,20.37,3,3.8,
842,Forrest Gump,Aventura,98,63,64.29,2,4.3,
98,The Godfather,Animación,170,116,68.24,2,1.3,
144,The Dark Knight,Fantasía,108,3,2.78,1,4.5,
880,Pulp Fiction,Animación,179,123,68.72,1,1.3,
435,Forrest Gump,Animación,114,31,27.19,1,1.3,
637,The Godfather,Comedia,149,108,72.48,2,3.2,
679,Coco,Ciencia Ficción,102,90,88.24,1,1.5,
86,Fight Club,Ciencia Ficción,125,59,47.2,2,2.2,
588,Inception,Aventura,123,48,39.02,4,3.5,
344,Forrest Gump,Fantasía,127,106,83.46,4,3.1,
936,Gladiator,Fantasía,131,40,30.53,3,3.4,
294,Pulp Fiction,Misterio,87,37,42.53,2,4.4,
956,Pulp Fiction,Acción,134,77,57.46,4,3.3,
571,The Dark Knight,Animación,145,109,75.17,1,4.1,
650,Interstellar,Acción,156,64,41.03,2,3.2,
611,Gladiator,Drama,119,117,98.32,4,2.8,
704,Pulp Fiction,Thriller,164,116,70.73,1,4,
243,The Matrix,Animación,110,80,72.73,1,3.5,
831,Gladiator,Acción,127,47,37.01,2,4.5,
561,Pulp Fiction,Comedia,179,135,75.42,3,2.5,
960,The Shawshank Redemption,Thriller,140,105,75,4,5.9,
32,Gladiator,Fantasía,131,109,83.21,4,0.7,
391,The Godfather,Animación,117,56,47.86,4,1.2,
277,Gladiator,Animación,170,26,,3,3.2,
532,Titanic,Fantasía,115,60,52.17,3,4.5,
154,The Dark Knight,Misterio,166,12,7.23,1,4.9,
383,Fight Club,Comedia,134,48,35.82,1,2.7,
68,Fight Club,Animación,164,94,57.32,2,2,
878,Fight Club,Acción,92,66,,4,1.7,
884,The Godfather,Animación,116,33,28.45,3,2.5,
214,Forrest Gump,Thriller,126,95,75.4,3,3.2,
655,Avengers: Endgame,Animación,169,45,26.63,3,4,
376,Fight Club,Acción,150,76,50.67,3,2.9,
744,Titanic,Romance,101,67,66.34,4,0.6,
213,Coco,Thriller,118,106,89.83,2,2.9,
79,Inception,Aventura,166,8,4.82,2,5.3,
726,The Godfather,Aventura,137,126,91.97,1,2.3,
628,Forrest Gump,Thriller,109,91,83.49,2,2.9,
604,Inception,Comedia,97,4,4.12,1,3.2,
782,La La Land,Romance,97,51,52.58,3,2.1,
923,Inception,Thriller,153,146,95.42,1,4.3,
381,Inception,Acción,118,53,44.92,7,2.6,
680,The Matrix,Drama,173,67,38.73,1,4.4,
58,The Dark Knight,Ciencia Ficción,105,87,82.86,3,1.7,
796,The Dark Knight,Animación,150,160,106.67,3,1.9,
26,Avengers: Endgame,Misterio,86,14,16.28,1,1.4,
881,The Godfather,Romance,148,9,6.08,1,3.6,
447,Titanic,Acción,144,6,4.17,1,1.3,
66,Titanic,Misterio,125,124,99.2,3,1.5,
921,Titanic,Aventura,97,79,81.44,2,2,
760,Inception,Thriller,92,71,77.17,1,4.9,
254,The Lord of the Rings,Romance,104,39,37.5,2,2.6,
899,The Shawshank Redemption,Fantasía,87,35,40.23,4,2.6,
968,Gladiator,Animación,153,115,75.16,5,3.5,
44,Forrest Gump,Ciencia Ficción,111,42,37.84,2,4.8,
97,The Dark Knight,Aventura,96,65,67.71,2,4.1,
554,The Lord of the Rings,Thriller,158,118,74.68,1,1.3,
227,Fight Club,Animación,158,130,82.28,3,1.9,
774,Coco,Aventura,127,36,28.35,1,5,
679,The Godfather,Fantasía,142,86,60.56,1,3.8,
436,Forrest Gump,Misterio,119,52,43.7,3,4.4,
791,The Godfather,Ciencia Ficción,163,50,30.67,4,3.9,
601,The Shawshank Redemption,Ciencia Ficción,94,15,15.96,1,2.3,
379,The Matrix,Animación,178,178,100,3,2.9,
178,The Matrix,Acción,85,35,41.18,4,1.8,
427,Inception,Animación,173,84,48.55,4,2.7,
915,Avengers: Endgame,Aventura,142,136,95.77,8,4.1,
709,The Matrix,Acción,87,0,0,3,1.6,
307,The Godfather,Ciencia Ficción,174,42,24.14,1,1.7,
779,Fight Club,Drama,111,30,27.03,3,1.4,
504,Avengers: Endgame,Ciencia Ficción,124,100,80.65,4,3.8,
268,Inception,Animación,131,48,36.64,2,1.6,
586,Pulp Fiction,Aventura,158,122,77.22,3,2.9,
8,Titanic,Acción,161,24,14.91,8,1.4,
920,Forrest Gump,Thriller,92,51,55.43,1,1.6,
508,Avengers: Endgame,Acción,103,98,95.15,4,4.5,
476,The Shawshank Redemption,Fantasía,119,100,84.03,1,3.5,
297,Inception,Comedia,93,108,116.13,2,4,
164,La La Land,Comedia,171,7,4.09,4,3.5,
485,The Godfather,Romance,154,62,40.26,4,4.6,
597,Forrest Gump,Misterio,149,128,85.91,4,3.1,
72,Fight Club,Romance,141,97,68.79,4,2.6,
567,Interstellar,Romance,168,110,65.48,1,2.3,
905,Coco,Acción,140,2,1.43,4,3.5,
559,The Shawshank Redemption,Aventura,80,10,12.5,1,,
911,The Godfather,Romance,168,139,82.74,3,3.9,
944,The Shawshank Redemption,Animación,145,121,83.45,5,0.1,
238,The Dark Knight,Acción,111,17,15.32,8,4.8,
104,Interstellar,Aventura,92,55,59.78,3,4.1,
210,Forrest Gump,Comedia,112,105,93.75,2,2.7,
554,The Matrix,Drama,111,39,35.14,2,1.8,
828,The Godfather,Animación,135,96,71.11,3,1.1,
468,The Shawshank Redemption,Thriller,103,30,29.13,4,1.5,
454,Forrest Gump,Misterio,170,143,84.12,3,3,
268,The Matrix,Thriller,83,52,62.65,4,1.5,
386,Fight Club,Aventura,167,124,74.25,3,2.5,
775,Fight Club,Fantasía,102,98,96.08,3,3.8,
848,The Shawshank Redemption,Aventura,108,51,47.22,4,4.1,
387,Inception,Drama,177,142,80.23,3,3.2,
877,The Dark Knight,Comedia,100,43,43,4,2.7,
259,Coco,Ciencia Ficción,109,46,42.2,2,4.8,
283,Inception,Aventura,169,26,15.38,3,1,
626,The Dark Knight,Comedia,99,31,31.31,1,3.5,
875,The Godfather,Thriller,95,17,17.89,1,4.3,
40,Titanic,Aventura,146,127,86.99,1,2.5,
486,Avengers: Endgame,Aventura,128,61,47.66,4,,
929,Pulp Fiction,Romance,137,114,83.21,3,4,
220,The Shawshank Redemption,Thriller,123,11,8.94,2,2.6,
129,Coco,Misterio,104,2,1.92,4,4.4,
520,Gladiator,Misterio,102,10,9.8,1,3,
613,Titanic,Animación,138,108,78.26,2,2.6,
928,La La Land,Fantasía,80,9,11.25,2,3.4,
892,The Lord of the Rings,Ciencia Ficción,176,166,94.32,2,1.1,
688,The Shawshank Redemption,Aventura,94,9,9.57,9,,
619,Interstellar,Aventura,160,70,43.75,3,4.6,
613,The Matrix,Animación,177,60,33.9,4,1.4,
260,Interstellar,Fantasía,160,101,63.12,3,,
990,Fight Club,Thriller,131,34,25.95,1,4.3,
966,The Dark Knight,Aventura,137,50,36.5,3,2.1,
366,The Matrix,Comedia,120,110,91.67,4,,
758,Titanic,Acción,123,48,39.02,1,4.5,
787,Fight Club,Fantasía,83,25,30.12,2,1.7,
544,The Matrix,Aventura,156,50,32.05,2,1.4,
649,Inception,Fantasía,147,131,,1,4.9,
524,Fight Club,Misterio,86,41,47.67,4,3.6,
907,Inception,Ciencia Ficción,125,68,54.4,3,1.3,
814,Inception,Aventura,88,3,3.41,1,,
887,The Matrix,Ciencia Ficción,166,83,50,2,1.6,
16,La La Land,Drama,112,19,16.96,2,2.7,
129,Forrest Gump,Acción,112,25,22.32,1,,
575,Interstellar,Animación,163,81,49.69,4,3.8,
109,Fight Club,Ciencia Ficción,83,11,13.25,4,4.1,
887,La La Land,Aventura,144,23,15.97,3,3.5,
533,Gladiator,Romance,113,37,32.74,2,4.4,
670,Forrest Gump,Animación,170,135,79.41,1,3,
269,The Lord of the Rings,Animación,164,158,96.34,1,0.3,
162,Interstellar,Thriller,167,147,88.02,3,3.2,
260,Coco,Ciencia Ficción,158,14,8.86,5,3.6,
924,Coco,Romance,178,75,,9,2.1,
102,Avengers: Endgame,Ciencia Ficción,143,18,12.59,1,3.9,
506,Fight Club,Thriller,104,90,86.54,2,4.4,
735,Titanic,Acción,134,31,23.13,2,1.3,
571,The Dark Knight,Aventura,88,36,40.91,2,2.9,
247,Coco,Misterio,96,47,48.96,2,2.4,
640,Avengers: Endgame,Misterio,100,86,86,3,2.3,
795,Interstellar,Ciencia Ficción,139,44,31.65,2,2.2,
837,Gladiator,Thriller,92,31,33.7,3,3.8,
537,The Shawshank Redemption,Fantasía,82,30,36.59,1,3.5,
131,The Godfather,Aventura,147,138,93.88,3,4.8,
353,Inception,Ciencia Ficción,83,35,42.17,3,4.7,
196,La La Land,Fantasía,171,66,38.6,2,1.8,
793,Coco,Aventura,86,28,32.56,2,4.9,
916,The Godfather,Fantasía,105,5,4.76,4,2.9,
930,Forrest Gump,Animación,154,87,56.49,3,3.6,
666,The Shawshank Redemption,Ciencia Ficción,103,4,3.88,9,4.7,
382,Inception,Thriller,89,11,12.36,2,3.3,
645,Fight Club,Aventura,92,59,64.13,1,4.5,
227,Coco,Misterio,123,71,57.72,3,1.2,
701,Forrest Gump,Ciencia Ficción,118,69,58.47,9,4.7,
476,Gladiator,Aventura,98,10,10.2,3,3.4,
477,La La Land,Aventura,130,27,20.77,4,1.4,
265,Coco,Fantasía,98,4,4.08,4,2.6,
372,The Matrix,Fantasía,155,15,9.68,2,1.7,
486,Fight Club,Romance,131,27,20.61,1,2.3,
434,Interstellar,Ciencia Ficción,165,136,82.42,2,4.1,
646,The Matrix,Drama,126,26,20.63,3,3.6,
211,Forrest Gump,Comedia,109,88,80.73,2,2.1,
572,Interstellar,Drama,125,94,75.2,4,3.4,
940,Gladiator,Aventura,155,97,62.58,3,1.5,
377,The Lord of the Rings,Romance,172,119,69.19,2,,
395,The Godfather,Aventura,100,12,12,4,2.4,
450,Interstellar,Drama,154,33,21.43,2,3.5,
943,The Godfather,Aventura,127,18,,2,0,
364,Avengers: Endgame,Fantasía,141,113,80.14,1,2,
876,Inception,Ciencia Ficción,137,77,56.2,4,3.9,
457,The Dark Knight,Misterio,97,78,80.41,3,3.7,
725,Pulp Fiction,Drama,138,70,50.72,2,1.7,
728,Avengers: Endgame,Comedia,170,53,31.18,4,4.5,
226,Fight Club,Comedia,127,23,18.11,3,2.1,
982,Pulp Fiction,Fantasía,142,9,6.34,3,4.4,
131,Inception,Ciencia Ficción,91,47,51.65,2,1,
588,Interstellar,Acción,166,125,75.3,2,5.5,
476,Inception,Acción,113,25,22.12,3,4,
798,Titanic,Thriller,140,51,36.43,1,1.9,
986,Pulp Fiction,Thriller,166,5,3.01,1,4.6,
277,Pulp Fiction,Drama,132,75,56.82,2,2.9,
156,The Lord of the Rings,Fantasía,104,77,74.04,1,1.1,
760,Titanic,Fantasía,141,69,48.94,1,,
218,Avengers: Endgame,Aventura,83,36,,1,4.7,
190,Fight Club,Comedia,173,101,58.38,4,3.6,
417,The Matrix,Comedia,173,52,30.06,2,3.7,
981,The Shawshank Redemption,Comedia,92,65,70.65,4,2,
675,The Lord of the Rings,Romance,121,0,0,2,3.8,
692,Inception,Ciencia Ficción,128,111,86.72,4,3.8,
546,The Dark Knight,Animación,157,15,9.55,3,1.9,
41,The Shawshank Redemption,Aventura,135,111,82.22,4,3.2,
307,Titanic,Acción,126,21,16.67,1,1.5,
943,Inception,Fantasía,87,30,34.48,4,,
338,Gladiator,Acción,134,35,26.12,2,1.8,
314,Titanic,Romance,167,3,1.8,1,4.3,
75,Forrest Gump,Acción,97,68,70.1,1,4.7,
953,Forrest Gump,Comedia,114,77,67.54,3,4.3,
279,The Lord of the Rings,Misterio,168,11,6.55,2,3.4,
176,Pulp Fiction,Aventura,160,62,38.75,4,1.9,
896,Forrest Gump,Misterio,111,81,72.97,3,1.4,
662,The Lord of the Rings,Thriller,103,18,17.48,3,4.9,
273,La La Land,Misterio,86,70,81.4,2,1.1,
837,The Godfather,Animación,92,68,73.91,4,1.3,
620,Coco,Fantasía,170,77,45.29,2,2.4,
651,Avengers: Endgame,Romance,148,118,79.73,4,3.6,
862,The Dark Knight,Fantasía,179,21,11.73,4,1,
783,Coco,Animación,169,75,44.38,2,3,
859,Coco,Fantasía,121,94,77.69,4,4.5,
931,Forrest Gump,Misterio,110,123,111.82,1,5.5,
289,Interstellar,Ciencia Ficción,153,124,81.05,1,3.1,
724,The Godfather,Fantasía,105,22,20.95,4,2,
893,The Shawshank Redemption,Thriller,165,113,68.48,4,4.8,
272,The Godfather,Aventura,155,69,44.52,1,1.8,
930,Avengers: Endgame,Aventura,111,46,41.44,4,5,
66,Inception,Acción,170,105,61.76,2,3,
483,Pulp Fiction,Drama,176,159,90.34,3,3,
936,The Lord of the Rings,Misterio,131,87,66.41,3,3.5,
248,Fight Club,Comedia,99,94,94.95,3,1.6,
156,Fight Club,Animación,119,63,52.94,3,1,
47,Gladiator,Romance,138,118,85.51,2,2.4,
935,The Dark Knight,Misterio,156,34,21.79,2,3.7,
454,Inception,Aventura,93,16,17.2,1,2,
201,Fight Club,Acción,123,52,42.28,2,4,
660,La La Land,Fantasía,165,112,67.88,2,1.5,
124,Pulp Fiction,Comedia,161,46,28.57,2,3.5,
1,The Shawshank Redemption,Comedia,127,27,21.26,3,4.8,
968,Fight Club,Drama,172,7,4.07,4,1.4,
759,Interstellar,Ciencia Ficción,122,97,79.51,1,3.2,
855,The Godfather,Drama,95,24,25.26,2,1,
640,Fight Club,Fantasía,114,108,94.74,4,4.6,
191,Avengers: Endgame,Misterio,132,96,72.73,3,,
579,Inception,Thriller,113,45,39.82,1,4.4,
516,Forrest Gump,Animación,82,16,19.51,2,2.6,
442,Forrest Gump,Comedia,147,139,94.56,1,4,
921,The Shawshank Redemption,Romance,84,61,72.62,2,2.6,
815,Avengers: Endgame,Misterio,89,65,73.03,5,4.9,
806,Forrest Gump,Romance,131,20,15.27,2,4.2,
143,La La Land,Acción,108,73,67.59,3,2,
191,The Lord of the Rings,Romance,175,127,72.57,3,1,
533,Titanic,Comedia,110,54,49.09,4,2.9,
227,The Shawshank Redemption,Comedia,145,52,35.86,1,1.1,
313,Inception,Comedia,155,6,3.87,2,4,
629,La La Land,Misterio,170,31,18.24,2,1.2,
949,The Dark Knight,Misterio,148,1,0.68,1,3.4,
302,Avengers: Endgame,Animación,116,46,39.66,2,1.6,
654,Forrest Gump,Aventura,106,105,99.06,1,4.5,
996,Titanic,Ciencia Ficción,166,31,18.67,4,4.8,
460,Gladiator,Fantasía,112,61,54.46,4,4,
401,Pulp Fiction,Fantasía,147,16,10.88,1,4.8,
551,Avengers: Endgame,Acción,138,80,57.97,2,1.7,
393,The Godfather,Drama,143,7,4.9,4,3.9,
867,Forrest Gump,Animación,164,30,18.29,1,3.9,
